VIN,Shipping Status,Base MSRP,Pre-Sold,Hold Status,Year,Drivetrain,Model,Color,Dealer,Dealer Website,Dealer State,Dealer Price,Markup,Image
4T3D6RFV8PU115376,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Toyota of Pullman,https://www.toyotaofpullman.com,WA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU115667,Port to dealer,39030,True,,2023,hybrid,Limited,Ruby Flare Pearl,Team Toyota,https://www.teamtoyotalanghorne.com,PA,39329.0,299.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV8PU115958,At dealer,39030,True,Available,2023,hybrid,Limited,Blueprint,Jim Norton Toyota,https://www.jimnortontoyota.com,OK,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU116320,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Bernardi Toyota,https://www.bernarditoyota.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU116480,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Mountain States Toyota,https://www.mountainstatestoyota.com,CO,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV8PU116754,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Toyota of Cedar Park,https://www.toyotaofcedarpark.com,TX,40128.0,1098.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV8PU116799,Factory to port,39030,True,Available,2023,hybrid,Limited,Silver Sky Metallic,Jim Norton Toyota,https://www.jimnortontoyota.com,OK,41925.0,2895.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU116804,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Sterling McCall Toyota,https://www.sterlingmccalltoyota.com,TX,40525.0,1495.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU116933,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Imperial Toyota,https://www.imperialtoyotama.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU117029,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Toyota of Wellesley,https://www.wellesleytoyota.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU117158,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Berlin City Toyota of Portland,https://www.berlincitytoyotame.com,ME,40028.0,998.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU117323,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Performance Toyota Bountiful,https://www.toyotabountiful.com,UT,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV8PU117337,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Blueprint,Classic Toyota,https://www.classictoyotatyler.com,TX,42025.0,2995.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU117449,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Irwin Toyota,https://www.irwinzonetoyota.com,NH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV8PU117516,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Westchester Toyota,https://www.westchestertoyota.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU117628,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Charlie's Toyota,https://www.charliestoyota.com,ME,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU117676,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Dolan Toyota,https://www.dolanrenotoyota.com,NV,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV8PU117757,Factory to port,39030,True,Available,2023,hybrid,Limited,Silver Sky Metallic,Toyota of Rockwall,https://www.toyotaofrockwall.com,TX,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU117791,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Blueprint,Herb Chambers Toyota of Boston,https://www.herbchamberstoyotaofboston.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU117967,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Irwin Toyota,https://www.irwinzonetoyota.com,NH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU118424,Factory to port,39030,False,Available,2023,hybrid,Limited,Silver Sky Metallic,Al Hendrickson Toyota,https://www.alhendricksontoyota.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU118441,Factory to port,39030,True,Available,2023,hybrid,Limited,Midnight Black Metallic,Landers Toyota NWA,https://www.landerstoyotanwa.com,AR,39829.0,799.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU118567,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,AutoNation Toyota Hayward,https://www.autonationtoyotahayward.com,CA,42025.0,2995.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU118584,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Lou Fusz Toyota,https://www.fusztoyota.com,MO,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV8PU118598,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Rodland Toyota,https://www.rodlandtoyota.com,WA,45025.0,5995.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU118603,Factory to port,39030,True,Available,2023,hybrid,Limited,Wind Chill Pearl,Toyota of Fort Worth,https://www.toyotaoffortworth.com,TX,40525.0,1495.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU118648,Factory to port,39030,True,Available,2023,hybrid,Limited,Wind Chill Pearl,AutoNation Toyota Pinellas Park,https://www.autonationtoyotapinellaspark.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU118696,Factory to port,39030,False,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Don McGill Toyota,https://www.donmcgilltoyota.com,TX,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU118844,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Doxon Toyota,https://www.doxontoyota.com,WA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU118875,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Ed Martin Toyota,https://www.edmartintoyota.com,IN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU118892,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Blueprint,Anderson Toyota,https://www.andersontoyota.com,IL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU118925,Factory to port,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Mike Calvert Toyota,https://www.mikecalverttoyota.com,TX,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV8PU119041,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Victory Toyota of Midtown,https://www.victorytoyotamidtown.com,IL,45413.0,6383.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU119105,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Herb Chambers Toyota of Auburn,https://www.herbchamberstoyotaofauburn.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU16Q076,Factory to port,39030,True,,2023,hybrid,Limited,Magnetic Gray Metallic,One Toyota of Oakland,https://www.onetoyota.com,CA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV8PU16Q630,Factory to port,39030,False,,2023,hybrid,Limited,Wind Chill Pearl,East Coast Toyota,https://www.eastcoasttoyota.com,NJ,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU16R308,Factory to port,39030,False,,2023,hybrid,Limited,Silver Sky Metallic,San Francisco Toyota,https://www.sftoyota.com,CA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU16R499,Factory to port,39030,True,,2023,hybrid,Limited,Blueprint,Toyota of Greensburg,https://www.toyotaofgreensburg.com,PA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU16R518,Factory to port,39030,True,Available,2023,hybrid,Limited,Magnetic Gray Metallic,Mark Jacobson Toyota,https://www.markjacobsontoyota.com,NC,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV8PU17P991,Factory to port,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,West Herr Toyota of Williamsville,https://www.toyotawilliamsville.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU17Q820,Factory to port,39030,True,,2023,hybrid,Limited,Midnight Black Metallic,Toyota of Greensburg,https://www.toyotaofgreensburg.com,PA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU17R580,Factory to port,39030,True,,2023,hybrid,Limited,Wind Chill Pearl,Toyota of Boardman,https://www.toyotaofboardman.com,OH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU17R627,Factory to port,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Yark Toyota,https://www.yarktoyota.com,OH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU18H361,Factory to port,39030,False,Available,2023,hybrid,Limited,Wind Chill Pearl,Keith Pierson Toyota,https://www.keithpiersontoyota.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU18I056,Factory to port,0,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Stadium Toyota,https://www.stadiumtoyota.com,FL,0.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU19H520,Factory to port,39530,True,,2023,hybrid,Limited,Midnight Black Metallic,Toyota of Des Moines,https://www.toyotadm.com,IA,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV8PU19H680,Factory to port,39530,False,,2023,hybrid,Limited,Silver Sky Metallic,Monken Toyota of Mt. Vernon,https://www.monkentoyotamtvernon.com,IL,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU20G362,Factory to port,39530,False,,2023,hybrid,Limited,Silver Sky Metallic,AutoNation Toyota Libertyville,https://www.autonationtoyotalibertyville.com,IL,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU20G975,Factory to port,39030,False,,2023,hybrid,Limited,Blueprint,Toyota of Kirkland,https://www.toyotaofkirkland.com,WA,46312.0,7282.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV8PU20G989,Factory to port,39530,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,St. Charles Toyota,https://www.stcharlestoyota.net,IL,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV8PU21G454,Factory to port,39530,True,,2023,hybrid,Limited,Silver Sky Metallic,Basil Toyota,https://www.basiltoyota.com,NY,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV8PU21H572,Factory to port,39530,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Smart Toyota,https://www.smarttoyota.com,WI,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV9PU115063,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,McGeorge Toyota,https://www.mcgeorgetoyota.com,VA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV9PU115578,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Rudy Luther Toyota,https://www.rudyluthertoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV9PU115676,At dealer,39030,False,,2023,hybrid,Limited,Magnetic Gray Metallic,Millennium Toyota,https://www.millenniumtoyota.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV9PU116259,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Koons Tysons Toyota,https://www.koonstoyotatysonscorner.com,VA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV9PU116293,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Toyota of Santa Maria,https://www.toyotasm.com,CA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV9PU116343,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Carlson Toyota,https://www.carlsontoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV9PU116357,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Advantage Toyota,https://www.advantagetoyotany.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV9PU116620,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Boch Toyota South,https://www.bochtoyotasouth.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV9PU116892,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,Lia Toyota of Colonie,https://www.liatoyotaofcolonie.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV9PU117010,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Grants Pass Toyota,https://www.grantspasstoyota.com,OR,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV9PU117248,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Conklin Toyota Salina,https://www.conklintoyotasalina.com,KS,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
