VIN,Shipping Status,Base MSRP,Pre-Sold,Hold Status,Year,Drivetrain,Model,Color,Dealer,Dealer Website,Dealer State,Dealer Price,Markup,Image
4T3D6RFV5PU115075,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Blueprint,Walser Bloomington Toyota,https://www.walsertoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU115187,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Blueprint,Toyota of Louisville,https://www.toyotaoflouisville.com,KY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU115240,At dealer,39030,True,Available,2023,hybrid,Limited,Midnight Black Metallic,Toyota of Des Moines,https://www.toyotadm.com,IA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU115643,At dealer,39030,True,Available,2023,hybrid,Limited,Silver Sky Metallic,Cowboy Toyota,https://www.cowboytoyota.com,TX,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU115710,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Millennium Toyota,https://www.millenniumtoyota.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU115772,Port to dealer,39030,True,,2023,hybrid,Limited,Silver Sky Metallic,St. Cloud Toyota,https://www.stcloudtoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU115867,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Toyota of Portsmouth,https://www.toyotaofportsmouth.com,NH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU115917,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Walser Bloomington Toyota,https://www.walsertoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU116131,At dealer,39030,False,,2023,hybrid,Limited,Ruby Flare Pearl,802 Toyota,https://www.802toyota.com,VT,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU116520,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Dolan Toyota,https://www.dolanrenotoyota.com,NV,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU116601,At dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Toyota of Smithfield,https://www.toyotaofsmithfield.com,RI,42025.0,2995.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU116646,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Hanlees Fairfield Toyota,https://www.hanleesfairfieldtoyota.com,CA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU116825,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Burien Toyota,https://www.burientoyota.com,WA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU116873,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Precision Toyota of Tucson,https://www.pretoy.com,AZ,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU117067,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Lithia Toyota,https://www.lithiatoyotamedford.com,OR,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU117134,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Hometown Toyota,https://www.hometowntoyota.com,OR,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU117151,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Imperial Toyota,https://www.imperialtoyotama.com,MA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU117196,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Phil Meador Toyota,https://www.philmeadortoyota.com,ID,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU117392,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Waite Toyota,https://www.waitetoyota.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU117473,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Williams Toyota of Sayre,https://www.williamstoyotaofsayre.com,PA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU117540,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Mountain States Toyota,https://www.mountainstatestoyota.com,CO,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU117666,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Community Toyota,https://www.communitytoyota.com,TX,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU117828,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Iron Trail Toyota,https://www.irontrailtoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU117845,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Blueprint,Cowboy Toyota,https://www.cowboytoyota.com,TX,43625.0,4595.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU117909,Port to dealer,39030,True,,2023,hybrid,Limited,Blueprint,"Stapp Interstate Toyota, Inc.",https://www.interstatetoyota.com,CO,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU117991,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,Doxon Toyota,https://www.doxontoyota.com,WA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU118042,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Thompson Toyota,https://www.thompsontoyota.net,PA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU118056,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Toyota of Stamford,https://www.toyotaofstamford.com,CT,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU118123,At dealer,39030,False,Available,2023,hybrid,Limited,Wind Chill Pearl,Earl Stewart Toyota of North Palm Beach,https://www.earlstewarttoyota.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU118204,Factory to port,39030,True,Available,2023,hybrid,Limited,Ruby Flare Pearl,Landers Toyota NWA,https://www.landerstoyotanwa.com,AR,39829.0,799.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU118378,Port to dealer,39030,False,,2023,hybrid,Limited,Wind Chill Pearl,Westbury Toyota,https://www.westburytoyota.com,NY,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU118395,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Silver Sky Metallic,DCH Brunswick Toyota,https://www.dchbrunswicktoyota.com,NJ,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU118428,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Rogers Toyota of Hermiston,https://www.toyotaofhermiston.com,OR,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU118431,Port to dealer,39030,True,,2023,hybrid,Limited,Magnetic Gray Metallic,AutoNation Toyota Hayward,https://www.autonationtoyotahayward.com,CA,42025.0,2995.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU118493,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Toyota of Pullman,https://www.toyotaofpullman.com,WA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU118669,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Cowboy Toyota,https://www.cowboytoyota.com,TX,43625.0,4595.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU118798,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Blueprint,John Weiss' Toyota of South County,https://www.weisstoyota.com,MO,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU118834,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,Edmark Toyota,https://www.edmarktoyota.com,ID,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU118896,At dealer,39030,True,DealerHold,2023,hybrid,Limited,Midnight Black Metallic,St. Charles Toyota,https://www.stcharlestoyota.net,IL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU118929,Port to dealer,39030,True,Available,2023,hybrid,Limited,Ruby Flare Pearl,St. Cloud Toyota,https://www.stcloudtoyota.com,MN,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU118946,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Hall Toyota Virginia Beach,https://www.halltoyotavirginiabeach.com,VA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU118980,Port to dealer,39030,False,DealerHold,2023,hybrid,Limited,Ruby Flare Pearl,First Team Toyota,https://www.firstteamtoyota.com,VA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU119045,Port to dealer,39030,True,,2023,hybrid,Limited,Wind Chill Pearl,Avondale Toyota,https://www.avondaletoyota.com,AZ,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU119126,Port to dealer,39030,True,DealerHold,2023,hybrid,Limited,Wind Chill Pearl,Valenti Toyota,https://www.valentitoyota.com,RI,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU119160,Factory to port,39030,False,Available,2023,hybrid,Limited,Silver Sky Metallic,Toyota of Tampa Bay,https://www.toyotaoftampabay.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU119210,Port to dealer,39030,False,Available,2023,hybrid,Limited,Ruby Flare Pearl,Ken Ganley Toyota Akron,https://www.kenganleytoyotaakron.com,OH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU17P995,Factory to port,39030,True,,2023,hybrid,Limited,Wind Chill Pearl,Towne Toyota,https://www.townetoyota.com,NJ,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU17Q483,Factory to port,39030,True,Available,2023,hybrid,Limited,Midnight Black Metallic,Cobb County Toyota,https://www.cobbcountytoyota.com,GA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/206654e2a32659b8bfa6044929e23646460d20de64f98c4c396160de03967ab7_MY22_Rav4_US_Limited_Hybrid_AWD_0218_002_DS_Front_3_4_6K.png
4T3D6RFV5PU17Q614,Factory to port,39030,True,Available,2023,hybrid,Limited,Magnetic Gray Metallic,Ourisman Fairfax Toyota,https://www.ourismanfairfaxtoyota.com,VA,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU17Q824,Factory to port,39030,False,,2023,hybrid,Limited,Magnetic Gray Metallic,Gettel Toyota of Bradenton,https://www.getteltoyotaofbradenton.com,FL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU17R035,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Blueprint,Tansky Sawmill Toyota,https://www.tanskysawmilltoyota.com,OH,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU17R147,Factory to port,39030,False,,2023,hybrid,Limited,Silver Sky Metallic,Toyota on Edens,https://www.toyotaonedens.com,IL,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU17R312,Factory to port,39030,True,DealerHold,2023,hybrid,Limited,Magnetic Gray Metallic,Fred Anderson Toyota of Asheville,https://www.ashevilletoyota.com,NC,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU17R326,Factory to port,39030,True,Available,2023,hybrid,Limited,Silver Sky Metallic,Foothills Toyota,https://www.foothillstoyota.com,WA,41029.0,1999.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/ee482d28c3ed7d2f117f1582150f2b224f29c096b489c62f3f67640df7f1486c_2020_Rav4_US_LimitedAWDHybrid_01D6_002.png
4T3D6RFV5PU17R620,Factory to port,39030,True,Available,2023,hybrid,Limited,Ruby Flare Pearl,Team Toyota,https://www.teamtoyotalanghorne.com,PA,39329.0,299.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU18H267,Factory to port,0,False,Available,2023,hybrid,Limited,Magnetic Gray Metallic,Keith Pierson Toyota,https://www.keithpiersontoyota.com,FL,0.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU19G289,Factory to port,39530,False,,2023,hybrid,Limited,Ruby Flare Pearl,McGee Toyota of Claremont,https://www.mcgeetoyotaofclaremont.com,NH,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU19G390,Factory to port,39530,True,,2023,hybrid,Limited,Blueprint,Schaumburg Toyota,https://www.schaumburgtoyota.com,IL,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU19G812,Factory to port,39530,False,,2023,hybrid,Limited,Magnetic Gray Metallic,Preston Toyota,https://www.prestontoyota.com,PA,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2021/rav4/exteriorcolor/carjellyimage/f89d0e3c0da04a9bad989e3cf9b7447368e4e77380c9e726ecfb77d075043a7d_2020_Rav4_US_LimitedAWDHybrid_01G3_002.png
4T3D6RFV5PU19H054,Factory to port,39530,True,Available,2023,hybrid,Limited,Wind Chill Pearl,St. Cloud Toyota,https://www.stcloudtoyota.com,MN,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2023/rav4/grade/images/b2ae27182bdb86a99fdd8ed2ac800fed58a8edf57e8c395e034d65fd02ed64ff_MY23_Rav4_US_Limited-AWD-Hybrid_0089_002_DS-Front-3-4_6K.png
4T3D6RFV5PU19H183,Factory to port,39530,False,,2023,hybrid,Limited,Blueprint,Roswell Toyota,https://www.roswelltoyota.com,NM,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/040f9759a00a4c77a9270cc8c4723f8f09720547840d886bd1f16962bd03ba54_MY22_Rav4_US_Limited_Hybrid_AWD_08X8_002_DS_Front_3_4_6K.png
4T3D6RFV5PU19H572,Factory to port,39530,True,,2023,hybrid,Limited,Ruby Flare Pearl,802 Toyota,https://www.802toyota.com,VT,39530.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
4T3D6RFV5PU19H698,Factory to port,39030,False,,2023,hybrid,Limited,Ruby Flare Pearl,Toyota of Greer,https://www.toyotaofgreer.com,SC,39030.0,0.0,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/rav4/exteriorcolor/carjellyimage/492cd809f0919721d8d7fcaf3b43bcaac9f110e85bb91d196f3c3b6c64bc2bdd_MY22_Rav4_US_Limited_Hybrid_AWD_03T3_002_DS_Front_3_4_6K.png
