Year,Model,Color,Drivetrain,Base MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer Website,Dealer State,Image
2023,XLE,Jet Black,FWD,27715,0.0,27715.0,Factory to port,False,Available,7MUDAAAG6PV21A166,Miracle Toyota,https://www.miracletoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/48e110f91c7694632385b2c62619aaf6377de71127a241c96c4b369c68330490_MY22_Corolla-Cross_US_XLE_D10_002_DS_Front_3_4_6K.png
2023,XLE,Sonic Silver,FWD,27715,0.0,27715.0,Factory to port,False,,7MUDAAAG6PV21A393,Lipton Toyota,https://www.liptontoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/84ef6f54f632709dddb98df7c5bf316a149473086d6db948ea606aa4af77a5b9_MY22_Corolla-Cross_US_XLE_D11_002_DS_Front_3_4_6K.png
2023,XLE,Sonic Silver,FWD,27715,0.0,27715.0,Factory to port,False,Available,7MUDAAAG6PV21A457,West Kendall Toyota,https://www.westkendalltoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/84ef6f54f632709dddb98df7c5bf316a149473086d6db948ea606aa4af77a5b9_MY22_Corolla-Cross_US_XLE_D11_002_DS_Front_3_4_6K.png
2023,XLE,Jet Black,FWD,27715,0.0,27715.0,Factory to port,False,Available,7MUDAAAG6PV21A460,Parks Toyota of Deland,https://www.parkstoyotaofdeland.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/48e110f91c7694632385b2c62619aaf6377de71127a241c96c4b369c68330490_MY22_Corolla-Cross_US_XLE_D10_002_DS_Front_3_4_6K.png
2023,XLE,Sonic Silver,FWD,27715,0.0,27715.0,Factory to port,False,,7MUDAAAG6PV21A765,AutoNation Toyota Winter Park,https://www.autonationtoyotawinterpark.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/84ef6f54f632709dddb98df7c5bf316a149473086d6db948ea606aa4af77a5b9_MY22_Corolla-Cross_US_XLE_D11_002_DS_Front_3_4_6K.png
2023,XLE,Wind Chill Pearl,FWD,27715,0.0,27715.0,Factory to port,False,,7MUDAAAG6PV21A958,DeLuca Toyota,https://www.delucatoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/3527a5d8546ee814f8f1c0af7440537af72b6090d616ef984d7df72d97265809_MY22_Corolla-Cross_US_XLE_089_002_DS_Front_3_4_6K.png
2023,XLE,Cypress,FWD,27715,0.0,27715.0,Factory to port,False,,7MUDAAAG6PV21B298,Lipton Toyota,https://www.liptontoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/c07bbb3e6f2cfba2f40c1c12e2b03c298726ebdeeb71a200302be695f21513a3_MY22_Corolla-Cross_US_XLE_6X5_002_DS_Front_3_4_6K.png
2023,XLE,Wind Chill Pearl,FWD,27715,2777.0,30492.0,Factory to port,False,,7MUDAAAG6PV21B415,AutoNation Toyota Buena Park,https://www.autonationtoyotabuenapark.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/3527a5d8546ee814f8f1c0af7440537af72b6090d616ef984d7df72d97265809_MY22_Corolla-Cross_US_XLE_089_002_DS_Front_3_4_6K.png
2023,XLE,Wind Chill Pearl,FWD,27715,0.0,27715.0,Factory to port,False,Available,7MUDAAAG6PV22A065,Seminole Toyota,https://www.seminoletoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/3527a5d8546ee814f8f1c0af7440537af72b6090d616ef984d7df72d97265809_MY22_Corolla-Cross_US_XLE_089_002_DS_Front_3_4_6K.png
2023,XLE,Celestite,FWD,27715,0.0,27715.0,Factory to port,False,Available,7MUDAAAG6PV22A096,Al Hendrickson Toyota,https://www.alhendricksontoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/a88197c5edb2a56670dacb15cc3c7d2a635a95355444d0025bef52d79fa7e77e_MY22_Corolla-Cross_US_XLE_1K3_002_DS_Front_3_4_6K.png
